ref,genre
Ezekiel 34:26,prophetic
Ezekiel 34:27,prophetic
Ezekiel 34:28,prophetic
Ezekiel 34:29,prophetic
Ezekiel 34:30,prophetic
Ezekiel 34:31,prophetic
Ezekiel 35:1,prophetic
Ezekiel 35:2,prophetic
Ezekiel 35:3,prophetic
Ezekiel 35:4,prophetic
Ezekiel 35:5,prophetic
Ezekiel 35:6,prophetic
Ezekiel 35:7,prophetic
Ezekiel 35:8,prophetic
Ezekiel 35:9,prophetic
Ezekiel 35:10,prophetic
Ezekiel 35:11,prophetic
Ezekiel 35:12,prophetic
Ezekiel 35:13,prophetic
Ezekiel 35:14,prophetic
Ezekiel 35:15,prophetic
Ezekiel 36:1,prophetic
Ezekiel 36:2,prophetic
Ezekiel 36:3,prophetic
Ezekiel 36:4,prophetic
Ezekiel 36:5,prophetic
Ezekiel 36:6,prophetic
Ezekiel 36:7,prophetic
Ezekiel 36:8,prophetic
Ezekiel 36:9,prophetic
Ezekiel 36:10,prophetic
Ezekiel 36:11,prophetic
Ezekiel 36:12,prophetic
Ezekiel 36:13,prophetic
Ezekiel 36:14,prophetic
Ezekiel 36:15,prophetic
Ezekiel 36:16,prophetic
Ezekiel 36:17,prophetic
Ezekiel 36:18,prophetic
Ezekiel 36:19,prophetic
Ezekiel 36:20,prophetic
Ezekiel 36:21,prophetic
Ezekiel 36:22,prophetic
Ezekiel 36:23,prophetic
Ezekiel 36:24,prophetic
Ezekiel 36:25,prophetic
Ezekiel 36:26,prophetic
Ezekiel 36:27,prophetic
Ezekiel 36:28,prophetic
Ezekiel 36:29,prophetic
Ezekiel 36:30,prophetic
Ezekiel 36:31,prophetic
Ezekiel 36:32,prophetic
Ezekiel 36:33,prophetic
Ezekiel 36:34,prophetic
Ezekiel 36:35,prophetic
Ezekiel 36:36,prophetic
Ezekiel 36:37,prophetic
Ezekiel 36:38,prophetic
Ezekiel 37:1,prophetic
Ezekiel 37:2,prophetic
Ezekiel 37:3,prophetic
Ezekiel 37:4,prophetic
Ezekiel 37:5,prophetic
Ezekiel 37:6,prophetic
Ezekiel 37:7,prophetic
Ezekiel 37:8,prophetic
Ezekiel 37:9,prophetic
Ezekiel 37:10,prophetic
Ezekiel 37:11,prophetic
Ezekiel 37:12,prophetic
Ezekiel 37:13,prophetic
Ezekiel 37:14,prophetic
Ezekiel 37:15,prophetic
Ezekiel 37:16,prophetic
Ezekiel 37:17,prophetic
Ezekiel 37:18,prophetic
Ezekiel 37:19,prophetic
Ezekiel 37:20,prophetic
Ezekiel 37:21,prophetic
Ezekiel 37:22,prophetic
Ezekiel 37:23,prophetic
Ezekiel 37:24,prophetic
Ezekiel 37:25,prophetic
Ezekiel 37:26,prophetic
Ezekiel 37:27,prophetic
Ezekiel 37:28,prophetic
Ezekiel 38:1,prophetic
Ezekiel 38:2,prophetic
Ezekiel 38:3,prophetic
Ezekiel 38:4,prophetic
Ezekiel 38:5,prophetic
Ezekiel 38:6,prophetic
Ezekiel 38:7,prophetic
Ezekiel 38:8,prophetic
Ezekiel 38:9,prophetic
Ezekiel 38:10,prophetic
Ezekiel 38:11,prophetic
Ezekiel 38:12,prophetic
Ezekiel 38:13,prophetic
Ezekiel 38:14,prophetic
Ezekiel 38:15,prophetic
Ezekiel 38:16,prophetic
Ezekiel 38:17,prophetic
Ezekiel 38:18,prophetic
Ezekiel 38:19,prophetic
Ezekiel 38:20,prophetic
Ezekiel 38:21,prophetic
Ezekiel 38:22,prophetic
Ezekiel 38:23,prophetic
Ezekiel 39:1,prophetic
Ezekiel 39:2,prophetic
Ezekiel 39:3,prophetic
Ezekiel 39:4,prophetic
Ezekiel 39:5,prophetic
Ezekiel 39:6,prophetic
Ezekiel 39:7,prophetic
Ezekiel 39:8,prophetic
Ezekiel 39:9,prophetic
Ezekiel 39:10,prophetic
Ezekiel 39:11,prophetic
Ezekiel 39:12,prophetic
Ezekiel 39:13,prophetic
Ezekiel 39:14,prophetic
Ezekiel 39:15,prophetic
Ezekiel 39:16,prophetic
Ezekiel 39:17,prophetic
Ezekiel 39:18,prophetic
Ezekiel 39:19,prophetic
Ezekiel 39:20,prophetic
Ezekiel 39:21,prophetic
Ezekiel 39:22,prophetic
Ezekiel 39:23,prophetic
Ezekiel 39:24,prophetic
Ezekiel 39:25,prophetic
Ezekiel 39:26,prophetic
Ezekiel 39:27,prophetic
Ezekiel 39:28,prophetic
Ezekiel 39:29,prophetic
Ezekiel 40:1,prophetic
Ezekiel 40:2,prophetic
Ezekiel 40:3,prophetic
Ezekiel 40:4,prophetic
Ezekiel 40:5,prophetic
Ezekiel 40:6,prophetic
Ezekiel 40:7,instruction
Ezekiel 40:8,instruction
Ezekiel 40:9,instruction
Ezekiel 40:10,instruction
Ezekiel 40:11,instruction
Ezekiel 40:12,instruction
Ezekiel 40:13,instruction
Ezekiel 40:14,instruction
Ezekiel 40:15,instruction
Ezekiel 40:16,instruction
Ezekiel 40:17,instruction
Ezekiel 40:18,instruction
Ezekiel 40:19,instruction
Ezekiel 40:20,instruction
Ezekiel 40:21,instruction
Ezekiel 40:22,instruction
Ezekiel 40:23,instruction
Ezekiel 40:24,instruction
Ezekiel 40:25,instruction
Ezekiel 40:26,instruction
Ezekiel 40:27,instruction
Ezekiel 40:28,instruction
Ezekiel 40:29,instruction
Ezekiel 40:30,instruction
Ezekiel 40:31,instruction
Ezekiel 40:32,instruction
Ezekiel 40:33,instruction
Ezekiel 40:34,instruction
Ezekiel 40:35,instruction
Ezekiel 40:36,instruction
Ezekiel 40:37,instruction
Ezekiel 40:38,instruction
Ezekiel 40:39,instruction
Ezekiel 40:40,instruction
Ezekiel 40:41,instruction
Ezekiel 40:42,instruction
Ezekiel 40:43,instruction
Ezekiel 40:44,instruction
Ezekiel 40:45,instruction
Ezekiel 40:46,instruction
Ezekiel 40:47,instruction
Ezekiel 40:48,instruction
Ezekiel 40:49,instruction
Ezekiel 41:1,instruction
Ezekiel 41:2,instruction
Ezekiel 41:3,instruction
Ezekiel 41:4,instruction
Ezekiel 41:5,instruction
Ezekiel 41:6,instruction
Ezekiel 41:7,instruction
Ezekiel 41:8,instruction
Ezekiel 41:9,instruction
Ezekiel 41:10,instruction
Ezekiel 41:11,instruction
Ezekiel 41:12,instruction
Ezekiel 41:13,instruction
Ezekiel 41:14,instruction
Ezekiel 41:15,instruction
Ezekiel 41:16,instruction
Ezekiel 41:17,instruction
Ezekiel 41:18,instruction
Ezekiel 41:19,instruction
Ezekiel 41:20,instruction
Ezekiel 41:21,instruction
Ezekiel 41:22,instruction
Ezekiel 41:23,instruction
Ezekiel 41:24,instruction
Ezekiel 41:25,instruction
Ezekiel 41:26,instruction
Ezekiel 42:1,instruction
Ezekiel 42:2,instruction
Ezekiel 42:3,instruction
Ezekiel 42:4,instruction
Ezekiel 42:5,instruction
Ezekiel 42:6,instruction
Ezekiel 42:7,instruction
Ezekiel 42:8,instruction
Ezekiel 42:9,instruction
Ezekiel 42:10,instruction
Ezekiel 42:11,instruction
Ezekiel 42:12,instruction
Ezekiel 42:13,instruction
Ezekiel 42:14,instruction
Ezekiel 42:15,instruction
Ezekiel 42:16,instruction
Ezekiel 42:17,instruction
Ezekiel 42:18,instruction
Ezekiel 42:19,instruction
Ezekiel 42:20,instruction
Ezekiel 43:1,prophetic
Ezekiel 43:2,prophetic
Ezekiel 43:3,prophetic
Ezekiel 43:4,prophetic
Ezekiel 43:5,prophetic
Ezekiel 43:6,prophetic
Ezekiel 43:7,prophetic
Ezekiel 43:8,prophetic
Ezekiel 43:9,prophetic
Ezekiel 43:10,prophetic
Ezekiel 43:11,prophetic
Ezekiel 43:12,prophetic
Ezekiel 43:13,instruction
Ezekiel 43:14,instruction
Ezekiel 43:15,instruction
Ezekiel 43:16,instruction
Ezekiel 43:17,instruction
Ezekiel 43:18,instruction
Ezekiel 43:19,instruction
Ezekiel 43:20,instruction
Ezekiel 43:21,instruction
Ezekiel 43:22,instruction
Ezekiel 43:23,instruction
Ezekiel 43:24,instruction
Ezekiel 43:25,instruction
Ezekiel 43:26,instruction
Ezekiel 43:27,instruction
Ezekiel 44:1,prophetic
Ezekiel 44:2,prophetic
Ezekiel 44:3,prophetic
Ezekiel 44:4,prophetic
Ezekiel 44:5,prophetic
Ezekiel 44:6,prophetic
Ezekiel 44:7,prophetic
Ezekiel 44:8,prophetic
Ezekiel 44:9,prophetic
Ezekiel 44:10,prophetic
Ezekiel 44:11,prophetic
Ezekiel 44:12,prophetic
Ezekiel 44:13,prophetic
Ezekiel 44:14,prophetic
Ezekiel 44:15,prophetic
Ezekiel 44:16,prophetic
Ezekiel 44:17,prophetic
Ezekiel 44:18,prophetic
Ezekiel 44:19,prophetic
Ezekiel 44:20,prophetic
Ezekiel 44:21,prophetic
Ezekiel 44:22,prophetic
Ezekiel 44:23,prophetic
Ezekiel 44:24,prophetic
Ezekiel 44:25,prophetic
Ezekiel 44:26,prophetic
Ezekiel 44:27,prophetic
Ezekiel 44:28,prophetic
Ezekiel 44:29,prophetic
Ezekiel 44:30,prophetic
Ezekiel 44:31,prophetic
Ezekiel 45:1,prophetic
Ezekiel 45:2,prophetic
Ezekiel 45:3,prophetic
Ezekiel 45:4,prophetic
Ezekiel 45:5,prophetic
Ezekiel 45:6,prophetic
Ezekiel 45:7,prophetic
Ezekiel 45:8,prophetic
Ezekiel 45:9,instruction
Ezekiel 45:10,instruction
Ezekiel 45:11,instruction
Ezekiel 45:12,instruction
Ezekiel 45:13,instruction
Ezekiel 45:14,instruction
Ezekiel 45:15,instruction
Ezekiel 45:16,instruction
Ezekiel 45:17,instruction
Ezekiel 45:18,instruction
Ezekiel 45:19,instruction
Ezekiel 45:20,instruction
Ezekiel 45:21,instruction
Ezekiel 45:22,instruction
Ezekiel 45:23,instruction
Ezekiel 45:24,instruction
Ezekiel 45:25,instruction
Ezekiel 46:1,instruction
Ezekiel 46:2,instruction
Ezekiel 46:3,instruction
Ezekiel 46:4,instruction
Ezekiel 46:5,instruction
Ezekiel 46:6,instruction
Ezekiel 46:7,instruction
Ezekiel 46:8,instruction
Ezekiel 46:9,instruction
Ezekiel 46:10,instruction
Ezekiel 46:11,instruction
Ezekiel 46:12,instruction
Ezekiel 46:13,instruction
Ezekiel 46:14,instruction
Ezekiel 46:15,instruction
Ezekiel 46:16,instruction
Ezekiel 46:17,instruction
Ezekiel 46:18,instruction
Ezekiel 46:19,instruction
Ezekiel 46:20,instruction
Ezekiel 46:21,instruction
Ezekiel 46:22,instruction
Ezekiel 46:23,instruction
Ezekiel 46:24,instruction
Ezekiel 47:1,prophetic
Ezekiel 47:2,prophetic
Ezekiel 47:3,prophetic
Ezekiel 47:4,prophetic
Ezekiel 47:5,prophetic
Ezekiel 47:6,prophetic
Ezekiel 47:7,prophetic
Ezekiel 47:8,prophetic
Ezekiel 47:9,prophetic
Ezekiel 47:10,prophetic
Ezekiel 47:11,prophetic
Ezekiel 47:12,prophetic
Ezekiel 47:13,instruction
Ezekiel 47:14,instruction
Ezekiel 47:15,instruction
Ezekiel 47:16,instruction
Ezekiel 47:17,instruction
Ezekiel 47:18,instruction
Ezekiel 47:19,instruction
Ezekiel 47:20,instruction
Ezekiel 47:21,instruction
Ezekiel 47:22,instruction
Ezekiel 47:23,instruction
Ezekiel 48:1,instruction
Ezekiel 48:2,instruction
Ezekiel 48:3,instruction
Ezekiel 48:4,instruction
Ezekiel 48:5,instruction
Ezekiel 48:6,instruction
Ezekiel 48:7,instruction
Ezekiel 48:8,instruction
Ezekiel 48:9,instruction
Ezekiel 48:10,instruction
Ezekiel 48:11,instruction
Ezekiel 48:12,instruction
Ezekiel 48:13,instruction
Ezekiel 48:14,instruction
Ezekiel 48:15,instruction
Ezekiel 48:16,instruction
Ezekiel 48:17,instruction
Ezekiel 48:18,instruction
Ezekiel 48:19,instruction
Ezekiel 48:20,instruction
Ezekiel 48:21,instruction
Ezekiel 48:22,instruction
Ezekiel 48:23,instruction
Ezekiel 48:24,instruction
Ezekiel 48:25,instruction
Ezekiel 48:26,instruction
Ezekiel 48:27,instruction
Ezekiel 48:28,instruction
Ezekiel 48:29,instruction
Ezekiel 48:30,instruction
Ezekiel 48:31,instruction
Ezekiel 48:32,instruction
Ezekiel 48:33,instruction
Ezekiel 48:34,instruction
Ezekiel 48:35,instruction
Hosea 1:1,prophetic
Hosea 1:2,prophetic
Hosea 1:3,prophetic
Hosea 1:4,prophetic
Hosea 1:5,prophetic
Hosea 1:6,prophetic
Hosea 1:7,prophetic
Hosea 1:8,prophetic
Hosea 1:9,prophetic
Hosea 2:1,prophetic
Hosea 2:2,prophetic
Hosea 2:3,prophetic
Hosea 2:4,prophetic
Hosea 2:5,prophetic
Hosea 2:6,prophetic
Hosea 2:7,prophetic
Hosea 2:8,prophetic
Hosea 2:9,prophetic
Hosea 2:10,prophetic
Hosea 2:11,prophetic
Hosea 2:12,prophetic
Hosea 2:13,prophetic
Hosea 2:14,prophetic
Hosea 2:15,prophetic
Hosea 2:16,prophetic
Hosea 2:17,prophetic
Hosea 2:18,prophetic
Hosea 2:19,prophetic
Hosea 2:20,prophetic
Hosea 2:21,prophetic
Hosea 2:22,prophetic
Hosea 2:23,prophetic
Hosea 2:24,prophetic
Hosea 2:25,prophetic
Hosea 3:1,prophetic
Hosea 3:2,prophetic
Hosea 3:3,prophetic
Hosea 3:4,prophetic
Hosea 3:5,prophetic
Hosea 4:1,prophetic
Hosea 4:2,prophetic
Hosea 4:3,prophetic
Hosea 4:4,prophetic
Hosea 4:5,prophetic
Hosea 4:6,prophetic
Hosea 4:7,prophetic
Hosea 4:8,prophetic
Hosea 4:9,prophetic
Hosea 4:10,prophetic
Hosea 4:11,prophetic
Hosea 4:12,prophetic
Hosea 4:13,prophetic
Hosea 4:14,prophetic
Hosea 4:15,prophetic
Hosea 4:16,prophetic
Hosea 4:17,prophetic
Hosea 4:18,prophetic
Hosea 4:19,prophetic
Hosea 5:1,prophetic
Hosea 5:2,prophetic
Hosea 5:3,prophetic
Hosea 5:4,prophetic
Hosea 5:5,prophetic
Hosea 5:6,prophetic
Hosea 5:7,prophetic
Hosea 5:8,prophetic
Hosea 5:9,prophetic
Hosea 5:10,prophetic
Hosea 5:11,prophetic
Hosea 5:12,prophetic
Hosea 5:13,prophetic
Hosea 5:14,prophetic
Hosea 5:15,prophetic
Hosea 6:1,prophetic
Hosea 6:2,prophetic
Hosea 6:3,prophetic
Hosea 6:4,prophetic
Hosea 6:5,prophetic
Hosea 6:6,prophetic
Hosea 6:7,prophetic
Hosea 6:8,prophetic
Hosea 6:9,prophetic
Hosea 6:10,prophetic
Hosea 6:11,prophetic
Hosea 7:1,prophetic
Hosea 7:2,prophetic
Hosea 7:3,prophetic
Hosea 7:4,prophetic
Hosea 7:5,prophetic
Hosea 7:6,prophetic
Hosea 7:7,prophetic
Hosea 7:8,prophetic
Hosea 7:9,prophetic
Hosea 7:10,prophetic
Hosea 7:11,prophetic
Hosea 7:12,prophetic
Hosea 7:13,prophetic
Hosea 7:14,prophetic
Hosea 7:15,prophetic
Hosea 7:16,prophetic
Hosea 8:1,prophetic
Hosea 8:2,prophetic
Hosea 8:3,prophetic
Hosea 8:4,prophetic
Hosea 8:5,prophetic
Hosea 8:6,prophetic
Hosea 8:7,prophetic
Hosea 8:8,prophetic
Hosea 8:9,prophetic
Hosea 8:10,prophetic
Hosea 8:11,prophetic
Hosea 8:12,prophetic
Hosea 8:13,prophetic
Hosea 8:14,prophetic
Hosea 9:1,prophetic
Hosea 9:2,prophetic
Hosea 9:3,prophetic
Hosea 9:4,prophetic
Hosea 9:5,prophetic
Hosea 9:6,prophetic
Hosea 9:7,prophetic
Hosea 9:8,prophetic
Hosea 9:9,prophetic
Hosea 9:10,prophetic
Hosea 9:11,prophetic
Hosea 9:12,prophetic
Hosea 9:13,prophetic
Hosea 9:14,prophetic
Hosea 9:15,prophetic
Hosea 9:16,prophetic
Hosea 9:17,prophetic
Hosea 10:1,prophetic
Hosea 10:2,prophetic
Hosea 10:3,prophetic
Hosea 10:4,prophetic
Hosea 10:5,prophetic
Hosea 10:6,prophetic
Hosea 10:7,prophetic
Hosea 10:8,prophetic
Hosea 10:9,prophetic
Hosea 10:10,prophetic
Hosea 10:11,prophetic
Hosea 10:12,prophetic
Hosea 10:13,prophetic
Hosea 10:14,prophetic
Hosea 10:15,prophetic
Hosea 11:1,prophetic
Hosea 11:2,prophetic
Hosea 11:3,prophetic
Hosea 11:4,prophetic
Hosea 11:5,prophetic
Hosea 11:6,prophetic
Hosea 11:7,prophetic
Hosea 11:8,prophetic
Hosea 11:9,prophetic
Hosea 11:10,prophetic
Hosea 11:11,prophetic
Hosea 12:1,prophetic
Hosea 12:2,prophetic
Hosea 12:3,prophetic
Hosea 12:4,prophetic
Hosea 12:5,prophetic
Hosea 12:6,prophetic
Hosea 12:7,prophetic
Hosea 12:8,prophetic
Hosea 12:9,prophetic
Hosea 12:10,prophetic
Hosea 12:11,prophetic
Hosea 12:12,prophetic
Hosea 12:13,prophetic
Hosea 12:14,prophetic
Hosea 12:15,prophetic
Hosea 13:1,prophetic
Hosea 13:2,prophetic
Hosea 13:3,prophetic
Hosea 13:4,prophetic
Hosea 13:5,prophetic
Hosea 13:6,prophetic
Hosea 13:7,prophetic
Hosea 13:8,prophetic
Hosea 13:9,prophetic
Hosea 13:10,prophetic
Hosea 13:11,prophetic
Hosea 13:12,prophetic
Hosea 13:13,prophetic
Hosea 13:14,prophetic
Hosea 13:15,prophetic
Hosea 14:1,prophetic
Hosea 14:2,prophetic
Hosea 14:3,prophetic
Hosea 14:4,prophetic
Hosea 14:5,prophetic
Hosea 14:6,prophetic
Hosea 14:7,prophetic
Hosea 14:8,prophetic
Hosea 14:9,prophetic
Hosea 14:10,prophetic
Joel 1:1,prophetic
Joel 1:2,prophetic
Joel 1:3,prophetic
Joel 1:4,prophetic
Joel 1:5,prophetic
Joel 1:6,prophetic
Joel 1:7,prophetic
Joel 1:8,prophetic
Joel 1:9,prophetic
Joel 1:10,prophetic
Joel 1:11,prophetic
Joel 1:12,prophetic
Joel 1:13,prophetic
Joel 1:14,prophetic
Joel 1:15,prophetic
Joel 1:16,prophetic
Joel 1:17,prophetic
Joel 1:18,prophetic
Joel 1:19,prophetic
Joel 1:20,prophetic
Joel 2:1,prophetic
Joel 2:2,prophetic
Joel 2:3,prophetic
Joel 2:4,prophetic
Joel 2:5,prophetic
Joel 2:6,prophetic
Joel 2:7,prophetic
Joel 2:8,prophetic
Joel 2:9,prophetic
Joel 2:10,prophetic
Joel 2:11,prophetic
Joel 2:12,prophetic
Joel 2:13,prophetic
Joel 2:14,prophetic
Joel 2:15,prophetic
Joel 2:16,prophetic
Joel 2:17,prophetic
Joel 2:18,prophetic
Joel 2:19,prophetic
Joel 2:20,prophetic
Joel 2:21,prophetic
Joel 2:22,prophetic
Joel 2:23,prophetic
Joel 2:24,prophetic
Joel 2:25,prophetic
Joel 2:26,prophetic
Joel 2:27,prophetic
Joel 3:1,prophetic
Joel 3:2,prophetic
Joel 3:3,prophetic
Joel 3:4,prophetic
Joel 3:5,prophetic
Joel 4:1,prophetic
Joel 4:2,prophetic
Joel 4:3,prophetic
Joel 4:4,prophetic
Joel 4:5,prophetic
Joel 4:6,prophetic
Joel 4:7,prophetic
Joel 4:8,prophetic
Joel 4:9,prophetic
Joel 4:10,prophetic
Joel 4:11,prophetic
Joel 4:12,prophetic
Joel 4:13,prophetic
Joel 4:14,prophetic
Joel 4:15,prophetic
Joel 4:16,prophetic
Joel 4:17,prophetic
Joel 4:18,prophetic
Joel 4:19,prophetic
Joel 4:20,prophetic
Joel 4:21,prophetic
Amos 1:1,prophetic
Amos 1:2,prophetic
Amos 1:3,prophetic
Amos 1:4,prophetic
Amos 1:5,prophetic
Amos 1:6,prophetic
Amos 1:7,prophetic
Amos 1:8,prophetic
Amos 1:9,prophetic
Amos 1:10,prophetic
Amos 1:11,prophetic
Amos 1:12,prophetic
Amos 1:13,prophetic
Amos 1:14,prophetic
Amos 1:15,prophetic
Amos 2:1,prophetic
Amos 2:2,prophetic
Amos 2:3,prophetic
Amos 2:4,prophetic
Amos 2:5,prophetic
Amos 2:6,prophetic
Amos 2:7,prophetic
Amos 2:8,prophetic
Amos 2:9,prophetic
Amos 2:10,prophetic
Amos 2:11,prophetic
Amos 2:12,prophetic
Amos 2:13,prophetic
Amos 2:14,prophetic
Amos 2:15,prophetic
Amos 2:16,prophetic
Amos 3:1,prophetic
Amos 3:2,prophetic
Amos 3:3,prophetic
Amos 3:4,prophetic
Amos 3:5,prophetic
Amos 3:6,prophetic
Amos 3:7,prophetic
Amos 3:8,prophetic
Amos 3:9,prophetic
Amos 3:10,prophetic
Amos 3:11,prophetic
Amos 3:12,prophetic
Amos 3:13,prophetic
Amos 3:14,prophetic
Amos 3:15,prophetic
Amos 4:1,prophetic
Amos 4:2,prophetic
Amos 4:3,prophetic
Amos 4:4,prophetic
Amos 4:5,prophetic
Amos 4:6,prophetic
Amos 4:7,prophetic
Amos 4:8,prophetic
Amos 4:9,prophetic
Amos 4:10,prophetic
Amos 4:11,prophetic
Amos 4:12,prophetic
Amos 4:13,prophetic
Amos 5:1,prophetic
Amos 5:2,prophetic
Amos 5:3,prophetic
Amos 5:4,prophetic
Amos 5:5,prophetic
Amos 5:6,prophetic
Amos 5:7,prophetic
Amos 5:8,prophetic
Amos 5:9,prophetic
Amos 5:10,prophetic
Amos 5:11,prophetic
Amos 5:12,prophetic
Amos 5:13,prophetic
Amos 5:14,prophetic
Amos 5:15,prophetic
Amos 5:16,prophetic
Amos 5:17,prophetic
Amos 5:18,prophetic
Amos 5:19,prophetic
Amos 5:20,prophetic
Amos 5:21,prophetic
Amos 5:22,prophetic
Amos 5:23,prophetic
Amos 5:24,prophetic
Amos 5:25,prophetic
Amos 5:26,prophetic
Amos 5:27,prophetic
Amos 6:1,prophetic
Amos 6:2,prophetic
Amos 6:3,prophetic
Amos 6:4,prophetic
Amos 6:5,prophetic
Amos 6:6,prophetic
Amos 6:7,prophetic
Amos 6:8,prophetic
Amos 6:9,prophetic
Amos 6:10,prophetic
Amos 6:11,prophetic
Amos 6:12,prophetic
Amos 6:13,prophetic
Amos 6:14,prophetic
Amos 7:1,prophetic
Amos 7:2,prophetic
Amos 7:3,prophetic
Amos 7:4,prophetic
Amos 7:5,prophetic
Amos 7:6,prophetic
Amos 7:7,prophetic
Amos 7:8,prophetic
Amos 7:9,prophetic
Amos 7:10,prophetic
Amos 7:11,prophetic
Amos 7:12,prophetic
Amos 7:13,prophetic
Amos 7:14,prophetic
Amos 7:15,prophetic
Amos 7:16,prophetic
Amos 7:17,prophetic
Amos 8:1,prophetic
Amos 8:2,prophetic
Amos 8:3,prophetic
Amos 8:4,prophetic
Amos 8:5,prophetic
Amos 8:6,prophetic
Amos 8:7,prophetic
Amos 8:8,prophetic
Amos 8:9,prophetic
Amos 8:10,prophetic
Amos 8:11,prophetic
Amos 8:12,prophetic
Amos 8:13,prophetic
Amos 8:14,prophetic
Amos 9:1,prophetic
Amos 9:2,prophetic
Amos 9:3,prophetic
Amos 9:4,prophetic
Amos 9:5,prophetic
Amos 9:6,prophetic
Amos 9:7,prophetic
Amos 9:8,prophetic
Amos 9:9,prophetic
Amos 9:10,prophetic
Amos 9:11,prophetic
Amos 9:12,prophetic
Amos 9:13,prophetic
Amos 9:14,prophetic
Amos 9:15,prophetic
Obadiah 1:1,prophetic
Obadiah 1:2,prophetic
Obadiah 1:3,prophetic
Obadiah 1:4,prophetic
Obadiah 1:5,prophetic
Obadiah 1:6,prophetic
Obadiah 1:7,prophetic
Obadiah 1:8,prophetic
Obadiah 1:9,prophetic
Obadiah 1:10,prophetic
Obadiah 1:11,prophetic
Obadiah 1:12,prophetic
Obadiah 1:13,prophetic
Obadiah 1:14,prophetic
Obadiah 1:15,prophetic
Obadiah 1:16,prophetic
Obadiah 1:17,prophetic
Obadiah 1:18,prophetic
Obadiah 1:19,prophetic
Obadiah 1:20,prophetic
Obadiah 1:21,prophetic
Jonah 1:1,prose
Jonah 1:2,prose
Jonah 1:3,prose
Jonah 1:4,prose
Jonah 1:5,prose
Jonah 1:6,prose
Jonah 1:7,prose
Jonah 1:8,prose
Jonah 1:9,prose
Jonah 1:10,prose
Jonah 1:11,prose
Jonah 1:12,prose
Jonah 1:13,prose
Jonah 1:14,prose
Jonah 1:15,prose
Jonah 1:16,prose
Jonah 2:1,prose
Jonah 2:2,prose
Jonah 2:3,prose
Jonah 2:4,poetry
Jonah 2:5,poetry
Jonah 2:6,poetry
Jonah 2:7,poetry
Jonah 2:8,poetry
Jonah 2:9,poetry
Jonah 2:10,poetry
Jonah 2:11,prose
Jonah 3:1,prose
Jonah 3:2,prose
Jonah 3:3,prose
Jonah 3:4,prose
Jonah 3:5,prose
Jonah 3:6,prose
Jonah 3:7,prose
Jonah 3:8,prose
Jonah 3:9,prose
Jonah 3:10,prose
Jonah 4:1,prose
Jonah 4:2,prose
Jonah 4:3,prose
Jonah 4:4,prose
Jonah 4:5,prose
Jonah 4:6,prose
Jonah 4:7,prose
Jonah 4:8,prose
Jonah 4:9,prose
Jonah 4:10,prose
Jonah 4:11,prose
Micah 1:1,prophetic
Micah 1:2,prophetic
Micah 1:3,prophetic
Micah 1:4,prophetic
Micah 1:5,prophetic
Micah 1:6,prophetic
Micah 1:7,prophetic
Micah 1:8,prophetic
Micah 1:9,prophetic
Micah 1:10,prophetic
Micah 1:11,prophetic
Micah 1:12,prophetic
Micah 1:13,prophetic
Micah 1:14,prophetic
Micah 1:15,prophetic
Micah 1:16,prophetic
Micah 2:1,prophetic
Micah 2:2,prophetic
Micah 2:3,prophetic
Micah 2:4,prophetic
Micah 2:5,prophetic
Micah 2:6,prophetic
Micah 2:7,prophetic
Micah 2:8,prophetic
Micah 2:9,prophetic
Micah 2:10,prophetic
Micah 2:11,prophetic
Micah 2:12,prophetic
Micah 2:13,prophetic
Micah 3:1,prophetic
Micah 3:2,prophetic
Micah 3:3,prophetic
Micah 3:4,prophetic
Micah 3:5,prophetic
Micah 3:6,prophetic
Micah 3:7,prophetic
Micah 3:8,prophetic
Micah 3:9,prophetic
Micah 3:10,prophetic
Micah 3:11,prophetic
Micah 3:12,prophetic
Micah 4:1,prophetic
Micah 4:2,prophetic
Micah 4:3,prophetic
Micah 4:4,prophetic
Micah 4:5,prophetic
Micah 4:6,prophetic
Micah 4:7,prophetic
Micah 4:8,prophetic
Micah 4:9,prophetic
Micah 4:10,prophetic
Micah 4:11,prophetic
Micah 4:12,prophetic
Micah 4:13,prophetic
Micah 4:14,prophetic
Micah 5:1,prophetic
Micah 5:2,prophetic
Micah 5:3,prophetic
Micah 5:4,prophetic
Micah 5:5,prophetic
Micah 5:6,prophetic
Micah 5:7,prophetic
Micah 5:8,prophetic
Micah 5:9,prophetic
Micah 5:10,prophetic
Micah 5:11,prophetic
Micah 5:12,prophetic
Micah 5:13,prophetic
Micah 5:14,prophetic
Micah 6:1,prophetic
Micah 6:2,prophetic
Micah 6:3,prophetic
Micah 6:4,prophetic
Micah 6:5,prophetic
Micah 6:6,prophetic
Micah 6:7,prophetic
Micah 6:8,prophetic
Micah 6:9,prophetic
Micah 6:10,prophetic
Micah 6:11,prophetic
Micah 6:12,prophetic
Micah 6:13,prophetic
Micah 6:14,prophetic
Micah 6:15,prophetic
Micah 6:16,prophetic
Micah 7:1,prophetic
Micah 7:2,prophetic
Micah 7:3,prophetic
Micah 7:4,prophetic
Micah 7:5,prophetic
Micah 7:6,prophetic
Micah 7:7,prophetic
Micah 7:8,prophetic
Micah 7:9,prophetic
Micah 7:10,prophetic
Micah 7:11,prophetic
Micah 7:12,prophetic
Micah 7:13,prophetic
Micah 7:14,prophetic
